cd_conta,conta,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2
2.02.01,Empréstimos e Financiamentos,544054.000,828365.000,885802.000,903687.000,599636.000,902195.000,445065.000,561712.000,259160.000,241277.000,239394.000,217196.000,444292.000,364593.000,284118.000,250094.000,315501.000,286713.000,274377.000,130982.000,124134.000,92360.000,95631.000,69234.000,37756.000,37756.000,22734.000,20156.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16072.000,27953.000,27852.000,27731.000,612.000,495.000,364.000,290.000,26000.000,24649.000,37055.000,34250.000,20526.000,20270.000,21029.000
2.02.02,Outras Obrigações,143846.000,146810.000,172463.000,233177.000,306070.000,319273.000,220862.000,152889.000,144203.000,198083.000,140013.000,146577.000,183881.000,168589.000,110545.000,112058.000,38702.000,38567.000,34078.000,27095.000,26095.000,24333.000,17410.000,16732.000,15891.000,18345.000,17544.000,17051.000,24506.000,21590.000,20802.000,19416.000,24677.000,23161.000,22010.000,32091.000,23673.000,22824.000,19978.000,5707.000,5757.000,5523.000,2199.000,7837.000,6571.000,6558.000,6545.000,7746.000,12602.000,11395.000,10150.000,8943.000,1461.000,4178.000,4148.000,4148.000,3988.000,3988.000,3988.000
2.02.03,Tributos Diferidos,5661.000,7106.000,9757.000,5127.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14259.000,13529.000,13203.000,9664.000,9316.000,8934.000,8278.000,7489.000,7174.000,6914.000,6865.000,6891.000,4864.000,4824.000,4615.000,4564.000,4003.000,4143.000,3804.000,1480.000,1020.000,605.000,705.000,1346.000,-2.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.02.04,Provisões,55926.000,54105.000,47900.000,62123.000,73514.000,98743.000,99063.000,95991.000,99990.000,110339.000,108314.000,101105.000,101921.000,98917.000,98161.000,102615.000,120247.000,128063.000,127452.000,136072.000,130712.000,132843.000,147968.000,156244.000,165335.000,172981.000,175762.000,161491.000,125220.000,123479.000,140395.000,135782.000,150924.000,138259.000,148189.000,170702.000,180821.000,172246.000,168523.000,148680.000,183792.000,177588.000,168129.000,171959.000,145172.000,137619.000,120727.000,119841.000,156847.000,156313.000,159750.000,134853.000,147624.000,56830.000,83395.000,35985.000,37439.000,38881.000,40021.000
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.02.06,Lucros e Receitas a Apropriar,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03,Patrimônio Líquido Consolidado,1120831.000,1129056.000,1139359.000,1126660.000,1005903.000,984073.000,938344.000,752687.000,590238.000,557280.000,508538.000,438090.000,315012.000,279917.000,174688.000,145936.000,81513.000,37742.000,-29908.000,-87056.000,-184712.000,-274053.000,-348091.000,-428732.000,-509494.000,-537930.000,-623559.000,-605738.000,-65964.000,-84622.000,-104892.000,-176874.000,46112.000,66512.000,-12568.000,-92585.000,-134155.000,-144472.000,-154240.000,-182109.000,-227288.000,-227027.000,-170146.000,-124814.000,-201051.000,-209496.000,-191558.000,-174609.000,-202328.000,19174.000,4316.000,19987.000,5293.000,106057.000,91686.000,138069.000,105220.000,95452.000,87675.000
2.03.01,Capital Social Realizado,1208063.000,1208063.000,1208063.000,1208063.000,1208063.000,1208063.000,1208063.000,1208063.000,1257719.000,1258060.000,1258060.000,1258060.000,1258060.000,1258060.000,1258060.000,1258060.000,1258060.000,1258060.000,1258060.000,1259017.000,1259290.000,1259550.000,1259550.000,1260215.000,1281678.000,1281689.000,1281689.000,1281689.000,1281771.000,1281771.000,1853014.000,1853024.000,2155132.000,2190328.000,2190328.000,2190328.000,2233232.000,2195377.000,2250415.000,2302175.000,2339025.000,2339025.000,2351063.000,2400929.000,2449892.000,2449892.000,2449892.000,2465592.000,2482665.000,2723788.000,2723788.000,2763010.000,2763010.000,2780995.000,2780995.000,2904108.000,2904108.000,2899297.000,2899297.000
2.03.02,Reservas de Capital,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,564069.000,564069.000,0.000,0.000,0.000,0.000,0.000,0.000,-37855.000,0.000,-37855.000,-37855.000,-56000.000,-55852.000,-13515.000,-56000.000,-83099.000,-83099.000,-83099.000,-83099.000,-83099.000,-83099.000,-83099.000,-83099.000,-83099.000,18824.000,18824.000,-47425.000,-42968.000,-42968.000,-42968.000
2.03.03,Reservas de Reavaliação,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.04,Reservas de Lucros,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.05,Lucros/Prejuízos Acumulados,-87232.000,-79007.000,-68704.000,-81403.000,-202160.000,-223990.000,-266875.000,-452532.000,-668400.000,-708514.000,-754658.000,-827674.000,-949797.000,-984939.000,-1089898.000,-1118507.000,-1183149.000,-1226934.000,-1294504.000,-1352322.000,-1444002.000,-1533603.000,-1607641.000,-1688947.000,-1791172.000,-1819619.000,-1905248.000,-1887427.000,-1911804.000,-1930462.000,-1957906.000,-2029898.000,-2109020.000,-2123816.000,-2202896.000,-2282913.000,-2329532.000,-2339849.000,-2366800.000,-2446429.000,-2510313.000,-2510200.000,-2507694.000,-2525743.000,-2567844.000,-2576289.000,-2558351.000,-2557102.000,-2601894.000,-2621515.000,-2636373.000,-2659924.000,-2674618.000,-2693762.000,-2708133.000,-2718614.000,-2761544.000,-2766480.000,-2773765.000
2.03.06,Ajustes de Avaliação Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,-2844.000,-2844.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.07,Ajustes Acumulados de Conversão,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.08,Outros Resultados Abrangentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.03.09,Participação dos Acionistas Não Controladores,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,919.000,7734.000,5136.000,7704.000,6749.000,6796.000,6526.000,6383.000,6602.000,6616.000,6536.000,6249.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5624.000,5603.000,5111.000
