cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3
3.06.01,Receitas Financeiras,902.0,738.0,756.0,1675.0,862.0,1072.0,1201.0,1251.0,3124.0,2487.0,3501.0,1489.0,4954.0,3942.0,2038.0,1646.0,1631.0,4405.0,2406.0,305.0,2106.0,3277.0,1113.0,3969.0,3181.0,3626.0,5503.0,3415.0,5394.0,6066.0,8407.0,8129.0,8074.0,8717.0,8941.0,8597.0,10786.0,4726.0,890.0
3.06.02,Despesas Financeiras,-4114.0,-4097.0,-5632.0,-8140.0,-1190.0,-3671.0,-5299.0,-4424.0,-5914.0,-7563.0,-6545.0,-5736.0,-6700.0,-6841.0,-7968.0,-8883.0,-9581.0,-8457.0,-8161.0,-7824.0,-7889.0,-10117.0,-6264.0,-9447.0,-12122.0,-8405.0,-10809.0,-13020.0,-13786.0,-16325.0,-15215.0,-17153.0,-14592.0,-12420.0,-25177.0,-9032.0,-13702.0,-26690.0,-8846.0
3.07,Resultado Antes dos Tributos sobre o Lucro,-936.0,-5674.0,-11852.0,-15832.0,-1382.0,-4255.0,-2636.0,3032.0,1824.0,3633.0,11080.0,4669.0,10103.0,7295.0,7107.0,77925.0,-3994.0,7013.0,5197.0,1170.0,2688.0,-9819.0,577.0,-3162.0,3962.0,22585.0,9334.0,-14538.0,-5440.0,-18638.0,-14603.0,28621.0,-30398.0,-27708.0,-22759.0,-13721.0,-38622.0,-47416.0,-25893.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-393.0,-2301.0,-4139.0,-6410.0,-475.0,-1430.0,-1197.0,-1019.0,-735.0,-1258.0,-1523.0,-2254.0,-2272.0,-1165.0,-1614.0,-25591.0,-2692.0,-1112.0,-751.0,-3337.0,-310.0,-3309.0,-1360.0,-982.0,-1308.0,-7781.0,-9380.0,-12705.0,-1887.0,-6379.0,-4988.0,-2991.0,0.0,0.0,-14.0,-6.0,0.0,0.0,0.0
3.09,Resultado Líquido das Operações Continuadas,543.0,3373.0,7713.0,9422.0,907.0,2825.0,1439.0,-2013.0,1089.0,2375.0,9557.0,6923.0,7831.0,6130.0,5493.0,52334.0,1302.0,5901.0,4446.0,-1045.0,2998.0,6510.0,1937.0,-7690.0,2654.0,14804.0,18714.0,-9065.0,3553.0,12259.0,9615.0,-19242.0,30398.0,27708.0,22745.0,13755.0,38622.0,47416.0,25893.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,543.0,3373.0,7713.0,9422.0,907.0,2825.0,1439.0,-2013.0,1089.0,2375.0,9557.0,6923.0,7831.0,6130.0,5493.0,52334.0,1302.0,5901.0,4446.0,-1045.0,2998.0,6510.0,1937.0,-7690.0,2654.0,14804.0,18714.0,-9065.0,3553.0,12259.0,9615.0,-19242.0,30398.0,27708.0,22745.0,13755.0,38622.0,47416.0,25893.0
3.11.01,Atribuído a Sócios da Empresa Controladora,-543.0,-3373.0,-7713.0,-9422.0,-907.0,-2825.0,-1439.0,2013.0,1089.0,2375.0,9557.0,6923.0,7831.0,6130.0,5493.0,52334.0,-1302.0,5901.0,4446.0,1559.0,2998.0,-6510.0,1937.0,-2180.0,2654.0,0.0,0.0,-2654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11.02,Atribuído a Sócios Não Controladores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.99,Lucro por Ação (Reais/Ação),-0.029,-0.1795,-0.411,-0.5019,-0.0483,0.07188454,-0.077,0.0449,0.058,0.1265,0.5091,0.3688,0.4171,0.3265,0.2925,2.7878,-0.0693,0.3143,0.2368,0.0831,0.1596,-0.1153,0.0343,-0.1451,0.047,0.2621,0.3313,-0.1605,-0.0629,-0.217,-0.1703,0.8882,-2.1525,-1.9621,-1.6106,2.2161,-2.7349,-3.3576,-1.8335
